Sample #,Date,Start Time,Sample Temp (C),Sample Pressure (kPa),Relative Humidity (%),Mean Free Path (m),Gas Viscosity (Pa*s),Diameter Midpoint (nm),6.15,6.38,6.61,6.85,7.10,7.37,7.64,7.91,8.20,8.51,8.82,9.14,9.47,9.82, 10.2, 10.6, 10.9, 11.3, 11.8, 12.2, 12.6, 13.1, 13.6, 14.1, 14.6, 15.1, 15.7, 16.3, 16.8, 17.5, 18.1, 18.8, 19.5, 20.2, 20.9, 21.7, 22.5, 23.3, 24.1, 25.0, 25.9, 26.9, 27.9, 28.9, 30.0, 31.1, 32.2, 33.4, 34.6, 35.9, 37.2, 38.5, 40.0, 41.4, 42.9, 44.5, 46.1, 47.8, 49.6, 51.4, 53.3, 55.2, 57.3, 59.4, 61.5, 63.8, 66.1, 68.5, 71.0, 73.7, 76.4, 79.1, 82.0, 85.1, 88.2, 91.4, 94.7, 98.2,101.8,105.5,109.4,113.4,117.6,121.9,126.3,131.0,135.8,140.7,145.9,151.2,156.8,162.5,168.5,174.7,181.1,187.7,194.6,201.7,209.1,216.7,Scan Time (s),Retrace Time (s),Scan Resolution (Hz),Scans Per Sample,Sheath Flow (L/min),Aerosol Flow (L/min),Bypass Flow (L/min),Low Voltage (V),High Voltage (V),Lower Size (nm),Upper Size (nm),Density (g/cm³),td + 0.5 (s),tf (s),D50 (nm),Neutralizer Status ,Median (nm),Mean (nm),Geo. Mean (nm),Mode (nm),Geo. Std. Dev.,Total Conc. (#/cm³),Title,User Name,Sample ID,Instrument ID,Lab ID,Leak Test and Leakage Rate,Instrument Errors,Comment
1249,12/12/2019,18:39:44,19.8,98.8,52.5,6.80555e-008,1.81713e-005,,1460.395,1463.477,1460.228,1590.913,1517.830,1532.650,1564.960,1557.158,1637.142,1543.766,1622.117,1617.575,1526.175,1471.782,1497.026,1570.337,1496.392,1653.541,1586.947,1484.990,1480.846,1722.031,1765.371,1667.307,1638.113,1571.683,1569.507,1697.364,1553.001,1523.453,1895.726,1583.719,1604.455,1571.136,1635.833,1725.079,1562.986,1485.014,1502.637,1494.496,1417.452,1455.738,1346.913,1539.013,1526.333,1512.140,1606.856,1575.655,1381.191,1493.147,1500.372,1580.601,1553.971,1472.980,1409.518,1540.110,1506.687,1480.720,1487.335,1412.488,1342.813,1400.539,1470.601,1546.325,1416.998,1443.544,1416.768,1600.788,1653.135,1573.009,1478.940,1542.899,1431.483,1488.964,1451.353,1388.184,1424.660,1598.401,1408.885,1330.816,1402.121,1462.083,1502.508,1460.117,1358.650,1290.471,1511.233,1322.436,1176.440,1238.924,1285.526,1284.577,1236.663,1127.487,1151.281,1676.323,3132.710,1773.102,1418.504,1314.853,50,8,50,1,15.000,0.100,0.00,10.13,9818.29,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.847,29.035,16.406,6.153,2.562,2.335472e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
1250,12/12/2019,18:41:04,19.8,98.9,52.5,6.79867e-008,1.81713e-005,,1650.630,1611.942,1660.550,1634.352,1521.015,1488.434,1518.458,1611.143,1481.821,1579.488,1709.060,1561.338,1449.951,1442.097,1524.441,1552.345,1598.276,1674.452,1609.558,1570.066,1671.325,1586.780,1649.069,1615.328,1654.298,1400.527,1664.466,1743.659,1703.250,1790.441,1814.390,1872.365,1677.518,1669.203,1579.571,1564.600,1589.844,1532.626,1617.543,1528.391,1489.005,1583.250,1439.363,1459.858,1480.646,1497.172,1438.465,1530.201,1645.447,1570.428,1434.187,1447.395,1306.514,1663.675,1651.488,1771.845,1745.480,1702.582,1516.693,1584.000,1590.604,1455.780,1480.188,1420.276,1576.815,1468.625,1346.700,1350.549,1315.900,1320.335,1292.056,1259.357,1348.211,1465.866,1411.514,1348.838,1515.301,1441.268,1447.206,1421.760,1347.340,1305.168,1350.983,1423.532,1430.670,1379.770,1323.903,1234.481,1224.181,1203.502,1050.575,1167.916,1097.332,1220.087,1239.127,1210.591,1282.869,1247.212,1177.173,1192.670,50,8,50,1,15.000,0.100,0.00,10.14,9823.09,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.643,27.123,15.834,6.153,2.485,2.357045e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
1251,12/12/2019,18:42:24,19.8,98.9,52.5,6.79867e-008,1.81713e-005,,1679.621,1521.363,1558.870,1491.177,1598.961,1554.233,1659.355,1778.213,1949.421,1696.268,1577.445,1678.471,1799.076,1899.004,1794.601,1813.509,1619.133,1839.502,1804.127,1533.379,1638.973,1630.439,1605.426,1651.524,1685.690,1777.518,1645.746,1755.259,1729.973,1825.712,1626.635,1534.637,1575.611,1729.247,1601.307,1673.585,1566.027,1526.303,1541.156,1503.971,1661.365,1567.994,1565.021,1598.384,1494.748,1544.303,1473.455,1356.092,1579.784,1465.641,1862.848,1634.452,1492.928,1838.546,1603.935,1570.183,1665.020,1606.271,1474.756,1441.482,1329.681,1441.803,1546.427,1686.846,1432.460,1479.377,1398.351,1317.145,1498.696,1423.340,1482.314,2058.114,1689.264,1750.879,1466.291,1478.451,1433.066,1360.940,1405.258,1448.808,1728.504,1586.531,1435.672,1435.144,1439.763,1424.384,1462.597,1408.609,1426.508,1479.257,1357.091,1262.974,1236.268,1254.579,1331.801,1291.749,1169.721,1181.670,1140.805,1095.137,50,8,50,1,15.000,0.100,0.00,10.14,9823.09,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.454,27.271,15.869,6.153,2.491,2.460434e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
1252,12/12/2019,18:43:44,19.8,98.9,52.5,6.79867e-008,1.81713e-005,,1623.645,1713.853,1619.965,1585.912,1549.257,1502.917,1546.035,1468.448,1560.472,1405.448,1493.573,1546.193,1369.036,1506.339,1577.222,1540.108,1353.014,1463.639,1610.793,1429.352,1410.011,1501.788,1468.062,1428.980,1519.046,1578.529,1810.086,1606.172,1510.200,1531.140,1505.613,1439.254,1509.911,1458.897,1554.296,1374.944,1329.632,1438.809,1444.446,1376.728,1513.816,1315.608,1402.285,1326.704,1317.908,1422.144,1382.903,1383.157,1425.431,1329.261,1507.259,1457.427,1508.287,1350.945,1297.445,1331.808,1270.872,1320.079,1343.078,1416.846,1305.336,1492.045,1421.965,1354.155,1274.838,1230.248,1271.274,1364.588,1422.385,1485.439,1468.703,1411.186,1351.186,1256.084,1268.504,1374.470,1313.991,1237.819,1301.350,1191.608,1246.766,1305.270,1328.191,1405.317,1277.401,1324.474,1299.931,1184.354,1350.054,1241.155,1118.883,1248.601,1323.225,1208.579,1292.981,1323.713,1249.872,1228.624,1141.739,1132.480,50,8,50,1,15.000,0.100,0.00,10.14,9823.09,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.311,27.263,15.641,6.153,2.513,2.242494e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
1253,12/12/2019,18:45:04,19.8,98.9,52.5,6.79867e-008,1.81713e-005,,1298.745,1502.603,1520.200,1492.798,1584.328,1511.344,1446.190,1446.531,1442.250,1426.117,1443.504,1458.378,1435.276,1442.984,1438.152,1545.973,1481.308,1468.372,1454.256,1485.898,1530.897,1668.177,1631.021,1589.542,1584.729,1481.385,1585.481,1453.275,1631.435,1572.228,1616.622,1711.551,1532.817,1702.981,1614.855,1685.810,1619.387,1589.645,1477.306,1473.522,1434.557,1541.413,1393.006,1378.644,1412.862,1320.409,1301.929,1482.026,1614.216,1587.637,1346.343,1445.367,1351.058,1235.135,1258.822,1386.988,1358.558,1487.343,1417.618,1329.266,1458.101,1313.968,1315.583,1278.869,1480.746,1336.820,1285.670,1297.766,1348.663,1273.149,1226.721,1273.942,1202.103,1130.588,1241.373,1303.662,1170.929,1082.102,1168.177,1213.644,1168.134,1158.938,1323.946,1139.765,1120.018,1177.712,1174.528,1101.025,1183.408,1122.959,1206.532,1225.645,1133.166,1108.866,1160.817,1185.511,1121.275,1133.149,1231.556,1142.449,50,8,50,1,15.000,0.100,0.00,10.14,9823.09,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.698,26.919,15.775,6.378,2.467,2.198911e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
1254,12/12/2019,18:46:24,19.8,98.9,52.5,6.79867e-008,1.81713e-005,,1690.700,1449.747,1417.849,1434.622,1523.600,1495.457,1539.338,1490.365,1514.747,1462.308,1518.468,1471.488,1418.387,1457.300,1561.114,1477.265,1318.663,1416.092,1351.116,1350.794,1396.543,1370.584,1266.645,1334.203,1217.987,1397.230,1276.888,1527.980,1397.383,1444.037,1528.447,1479.078,1527.150,1352.762,1493.315,1375.270,1657.206,1568.356,1490.724,1607.559,1547.172,1470.391,1561.915,1407.276,1406.128,1339.910,1457.120,1402.514,1501.431,1511.732,1922.735,1758.972,1635.503,1413.575,1390.410,1410.907,1462.312,1389.001,1347.091,1279.234,1424.758,1466.277,1404.544,1488.367,1447.048,1367.543,1400.775,1369.088,1429.428,1337.885,1214.734,1223.929,1392.034,1234.085,1215.092,1231.863,1149.144,1142.579,1145.523,1089.040,1125.134,1272.575,1396.572,1199.394,1341.577,1329.914,1195.671,1294.039,1293.625,1239.551,1129.475,1176.079,1181.005,1129.890,1103.245,1065.473,1017.441,1057.634,1086.128,995.324,50,8,50,1,15.000,0.100,0.00,10.14,9823.09,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.360,27.149,15.803,6.153,2.498,2.177017e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
1255,12/12/2019,18:47:44,19.8,98.8,52.5,6.80555e-008,1.81713e-005,,1423.050,1362.076,1327.913,1359.336,1428.721,1346.855,1609.430,1292.700,1376.233,1411.819,1415.569,1330.313,1437.719,1347.513,1465.999,1543.315,1381.849,1521.742,1299.854,1378.938,1385.174,1326.753,1348.515,1491.143,1481.164,1384.095,1468.298,1337.166,1245.814,1375.832,1344.744,1348.969,1458.664,1332.525,1321.967,1417.734,1333.772,1343.194,1352.106,1888.576,1571.208,1340.929,1364.196,1266.564,1256.580,1413.468,1370.825,1434.875,1458.952,1493.229,1398.136,1437.131,1367.599,1240.252,1338.930,1291.030,1382.844,1343.096,1287.986,1392.238,1505.347,1541.146,1504.194,1537.877,1469.815,1433.497,1319.319,1360.311,1348.399,1456.844,1359.835,1410.781,1446.679,1508.670,1466.513,1307.905,1358.909,1272.849,1147.375,1084.019,1425.687,1315.795,1316.238,1281.479,1213.963,1082.338,1249.424,1239.073,1279.020,1268.330,1166.378,981.728,1080.724,1122.159,1103.664,1090.753,954.736,1099.168,1073.449,931.664,50,8,50,1,15.000,0.100,0.00,10.13,9818.29,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.619,27.790,16.131,6.153,2.516,2.093688e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
1256,12/12/2019,18:49:04,19.8,98.8,52.5,6.80555e-008,1.81713e-005,,1391.366,1348.314,1473.710,1470.591,1405.526,1366.142,1726.497,2056.747,1611.665,1586.704,1594.257,1417.288,1557.912,1436.834,1589.877,1596.933,1492.752,1489.164,1489.799,1307.685,1287.363,1368.371,1416.338,1496.825,1429.166,1488.849,1426.903,1680.072,1646.326,1561.228,1562.979,1479.267,1590.578,1462.959,1395.779,1703.770,1615.278,1611.361,1376.193,1436.814,1486.903,1386.142,1455.363,1375.283,1379.747,1339.740,1231.923,1321.118,1393.845,1297.319,1443.505,1309.175,1460.751,1558.402,1530.603,1523.062,1471.263,1553.979,1484.584,1422.920,1308.717,1364.231,1418.695,1351.117,1316.060,1259.356,1352.187,1280.056,1336.569,1340.999,1383.662,1257.805,1371.553,1403.041,1350.466,1321.575,1276.660,1384.540,1402.643,1316.397,1271.066,1233.540,1260.113,1125.641,1216.853,1250.662,1405.933,1417.141,1371.528,1255.730,1280.619,1164.882,1189.895,1078.439,1124.981,1198.212,1106.888,1029.960,1153.382,1008.009,50,8,50,1,15.000,0.100,0.00,10.13,9818.29,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.347,27.189,15.804,6.153,2.491,2.221235e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
1257,12/12/2019,18:50:24,19.8,98.8,52.5,6.80555e-008,1.81713e-005,,1796.405,1737.522,1638.562,1560.254,1671.241,1605.893,1631.795,1563.692,1497.042,1417.872,1487.750,1634.182,1433.638,1565.183,1449.238,1461.119,1580.776,1392.898,1348.488,1362.521,1518.730,1617.941,1743.743,1507.450,1535.216,1440.287,1406.359,1414.033,1508.545,1663.264,3394.388,1828.090,1707.204,1536.492,1463.240,1530.688,1499.595,1449.877,1674.779,1444.775,1406.258,1554.199,1521.888,1588.626,1633.858,1625.236,1529.082,1490.875,1413.383,1407.461,1411.352,1538.117,1432.645,1437.631,1442.447,1363.927,1307.960,1291.405,1378.316,1411.846,1379.391,1544.500,1533.902,1593.954,1472.121,1398.490,1340.409,1272.058,1264.264,1296.927,1240.166,1197.755,1174.401,1173.752,1098.076,1202.393,1233.093,1318.866,1288.475,1161.242,1192.582,1231.406,1195.885,1169.231,1314.191,1279.841,1245.183,1310.146,1265.901,1191.942,1144.053,1284.609,1290.034,1209.504,1266.639,1200.860,1147.225,1100.027,1073.224,1072.642,50,8,50,1,15.000,0.100,0.00,10.13,9818.29,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.361,26.423,15.461,6.153,2.466,2.321611e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
1258,12/12/2019,18:51:44,19.8,98.8,52.5,6.80555e-008,1.81713e-005,,1731.366,1701.137,1688.647,1506.555,1616.228,1474.567,1536.133,1394.391,1453.094,1469.410,1535.379,1608.992,1600.795,1426.128,1564.991,1562.653,1500.969,1452.505,1480.529,1432.246,1464.611,1438.634,1390.733,1467.243,1499.556,1549.286,1482.307,1389.397,1536.901,1668.063,1524.447,1567.373,1420.928,1396.179,1527.037,1493.522,1421.794,1419.947,1391.580,1460.974,1487.764,1475.286,1424.675,1478.909,1309.378,1460.264,1417.322,1470.695,1462.090,1412.569,1238.703,1457.912,1548.728,1419.520,1470.142,1434.052,1468.427,1434.862,1468.811,1538.580,1484.421,1427.562,1595.212,1484.755,1503.980,1518.513,1429.473,1409.093,1473.671,1399.175,1441.867,1434.686,1478.592,1478.191,1379.109,1488.916,1362.520,1300.313,1294.783,1283.912,1258.458,1289.955,1264.871,1144.873,1131.083,1153.276,1140.197,1137.973,1187.826,1288.693,1248.525,1193.869,1142.245,1062.646,1190.614,1379.085,1176.409,1201.473,1077.776,1076.784,50,8,50,1,15.000,0.100,0.00,10.13,9818.29,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.250,27.036,15.644,6.153,2.504,2.261933e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
1259,12/12/2019,18:53:04,19.8,98.9,52.5,6.79867e-008,1.81713e-005,,1623.789,1641.984,1610.482,1640.801,1570.509,1508.220,1501.895,1489.205,1557.670,1577.340,1445.552,1559.258,1505.830,1614.294,1678.986,1569.648,1617.233,1468.917,1539.479,1484.121,1413.158,1412.584,1406.117,1617.409,1564.845,1468.339,1551.349,1764.755,1441.080,1423.416,1397.677,1426.395,1383.084,1304.956,1356.964,1472.699,1471.670,1435.065,1387.229,1318.399,1272.019,1455.858,1467.394,1386.216,1428.950,1513.245,1514.863,1582.032,1414.077,1387.697,1392.216,1425.129,1408.882,1392.692,1429.197,1329.517,1440.979,1394.596,1507.894,1400.123,1254.643,1427.497,1373.826,1352.446,1392.608,1293.936,1226.740,1293.204,1278.281,1244.776,1229.604,1396.499,1189.760,1225.437,1440.120,1347.554,1354.357,1337.747,1362.504,1359.603,1463.246,1450.184,1431.986,1372.300,1269.815,1255.617,1279.957,1337.123,1306.824,1376.060,1205.376,1171.404,1276.224,1197.559,1220.797,1378.685,1421.317,1236.957,1169.085,1289.994,50,8,50,1,15.000,0.100,0.00,10.14,9823.09,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.177,27.434,15.665,6.153,2.521,2.262139e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
1260,12/12/2019,18:54:24,19.8,98.8,52.5,6.80555e-008,1.81713e-005,,1411.490,1448.424,1400.148,1512.610,1449.812,1572.925,1538.505,1459.343,1652.575,1471.480,1552.061,1586.848,1474.432,1527.820,1525.600,1484.785,1605.620,1506.218,1565.720,1458.233,1333.532,1306.882,1429.067,1350.303,1520.614,1895.735,1706.793,1515.469,1463.998,1315.850,1339.577,1359.051,1427.701,1548.540,1476.303,1533.716,1703.814,1665.103,1617.086,1559.444,1360.583,1496.600,1581.985,1493.088,1532.407,1497.419,1493.141,1533.175,1365.686,1343.181,1350.941,1383.197,1374.008,1432.754,1284.046,1398.654,1449.898,1340.426,1324.720,1496.505,1413.086,1383.512,1389.826,1318.553,1408.248,1378.570,1277.796,1505.842,1350.440,1160.780,1211.431,1361.632,1141.821,1272.709,1307.467,1255.276,1086.191,1122.919,1218.337,1086.669,1240.497,1117.117,1006.782,1082.547,1218.806,1073.590,1111.576,1127.587,1115.405,1090.145,1091.353,1073.130,1123.240,1019.391,1044.626,1169.597,1104.101,993.541,1071.770,996.317,50,8,50,1,15.000,0.100,0.00,10.13,9818.29,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.380,26.367,15.579,6.153,2.448,2.194715e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
1261,12/12/2019,18:55:44,19.8,98.8,52.5,6.80555e-008,1.81713e-005,,1517.892,1713.345,1580.825,1545.610,1589.770,1561.967,1466.275,1414.897,1378.944,1416.821,1361.815,1278.504,1365.029,1397.389,1445.629,1501.786,1580.365,1473.597,1479.983,1458.515,1436.277,1523.938,1578.787,1583.213,1322.899,1311.466,1421.582,1328.918,1415.569,1424.895,1423.723,1344.750,1469.054,1475.772,1442.176,1390.852,1365.521,1407.012,1272.291,1382.183,1483.021,1287.582,1441.609,1436.599,2512.706,2260.063,1770.657,1568.967,1508.160,1582.307,1437.957,1639.986,1679.872,1527.542,1289.951,1377.558,1364.413,1384.121,1264.706,1246.252,1278.377,1185.373,1157.621,1250.906,1293.872,1272.918,1188.361,1342.454,1357.106,1274.084,1255.278,1286.287,1186.630,1301.785,1229.368,1139.478,1257.793,1079.009,1171.636,1145.846,1120.551,1163.016,1066.265,1292.538,1244.238,1274.318,1255.259,1241.585,1038.714,1061.228,1167.669,1103.548,1253.205,1242.839,1110.027,1049.960,1053.279,998.975,1119.878,1032.079,50,8,50,1,15.000,0.100,0.00,10.13,9818.29,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.396,26.695,15.607,6.378,2.478,2.187943e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
1262,12/12/2019,18:57:04,19.8,98.8,52.5,6.80555e-008,1.81713e-005,,1259.314,1346.599,1377.682,1325.332,1373.121,1459.483,1501.501,1249.317,1252.713,1260.280,1278.551,1285.791,1416.887,1245.305,1224.545,1223.784,1252.901,1219.876,1249.249,1205.369,1170.250,1276.378,1360.744,1220.969,1151.024,1196.115,1192.011,1334.795,1311.254,1318.398,1345.106,1400.953,1475.278,1551.598,1564.033,1383.500,1410.570,1282.789,1346.759,1205.236,1388.198,1426.874,1296.229,1257.743,1181.288,1182.060,1281.049,1307.690,1450.414,1311.253,1329.316,1269.893,1211.597,1328.819,1421.579,1442.244,1330.058,1229.070,1238.600,1284.861,1273.109,1246.948,1219.819,1096.207,1068.331,1236.570,1120.593,1189.331,1385.550,1301.956,1306.447,1218.099,1166.244,1358.484,1309.206,1239.698,1127.457,1097.345,1121.387,1169.617,1125.003,1182.376,1236.904,1103.235,1056.683,1109.330,1079.345,1092.456,1201.780,1185.757,1235.167,1160.919,1050.781,983.991,1007.426,1046.447,974.476,1021.963,934.068,893.041,50,8,50,1,15.000,0.100,0.00,10.13,9818.29,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.544,27.573,15.972,6.378,2.513,1.956054e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
1263,12/12/2019,18:58:24,19.8,98.8,52.5,6.80555e-008,1.81713e-005,,1469.684,1386.610,1372.694,1480.596,1366.462,1361.578,1344.553,1291.507,1271.883,1391.724,1290.456,1204.549,1384.862,1208.174,1159.605,1235.823,1452.443,1400.213,1480.929,1310.698,1429.706,1405.874,1267.227,1374.634,1250.501,1271.706,1391.827,1250.320,1232.963,1281.407,1197.719,1275.036,1164.919,1251.140,1352.312,1804.896,1552.170,1233.966,1195.797,1202.634,1509.625,1277.166,1269.233,1137.723,1148.542,1207.106,1226.756,1249.931,1333.784,1264.544,1213.129,1297.979,1267.041,1164.236,1199.991,1208.199,1237.902,1249.831,1256.662,1206.045,1197.955,1148.673,1169.730,1063.882,1257.152,1369.827,1379.294,1416.535,1312.974,1310.407,1245.875,1179.651,1355.944,1223.495,1183.044,1140.126,1111.776,1136.247,1081.643,1004.900,1024.340,1108.965,1225.411,1238.461,1071.794,1129.071,1245.170,1058.887,1027.903,1105.435,1134.159,1092.683,1047.876,918.542,1094.834,1118.846,1070.866,1092.648,1077.716,1069.176,50,8,50,1,15.000,0.100,0.00,10.13,9818.29,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.427,27.331,15.735,6.153,2.511,1.982131e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
1264,12/12/2019,18:59:44,19.7,98.8,52.5,6.80259e-008,1.81665e-005,,1310.422,1407.347,1241.792,1222.053,1381.085,1410.681,1366.061,1317.855,1317.334,1439.151,1419.463,1469.290,1401.959,1377.181,1479.688,1352.059,1391.345,1281.556,1299.835,1404.235,1258.563,1282.187,1225.333,1310.906,1206.422,1276.709,1364.487,1365.932,1253.051,1163.231,1145.989,1202.308,1293.127,1329.391,1103.562,1166.937,1290.585,1251.138,1544.174,1518.245,1374.515,1267.229,1137.429,1183.152,1226.350,1227.437,1164.030,1209.758,1281.527,1540.424,1390.693,1321.883,1240.869,1182.607,1048.592,1050.066,1320.618,1152.370,1256.648,1305.016,1191.606,1155.501,1190.636,1236.475,1047.576,1089.779,1233.031,1233.940,1182.336,1176.816,1292.146,1185.209,1124.529,1091.643,1193.777,1131.778,1059.236,1132.003,1316.688,1286.236,1157.164,1021.377,1053.252,1060.560,1073.639,1036.112,926.117,1006.820,1007.770,1024.600,1116.160,1118.211,1054.782,984.579,1071.719,983.922,986.879,1029.008,1005.086,986.890,50,8,50,1,15.000,0.100,0.00,10.13,9817.76,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.193,26.917,15.621,6.378,2.487,1.958097e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
1265,12/12/2019,19:01:04,19.7,98.8,52.5,6.80259e-008,1.81665e-005,,1353.821,1389.233,1309.343,1231.280,1321.645,1393.918,1323.141,1290.254,1399.978,1429.267,1308.923,1419.837,1321.222,1257.105,1314.869,1373.497,1387.137,1290.992,1258.644,1283.713,1275.728,1241.848,1313.994,1222.131,1275.538,1463.783,2621.152,1630.108,1275.738,1471.878,1394.898,1295.046,1251.906,1311.578,1388.435,1377.746,1172.289,1144.131,1176.559,1299.870,1401.630,1284.042,1281.621,1165.598,1063.870,1119.740,1104.084,1231.513,1332.769,1188.645,1245.332,1215.748,1101.930,1245.560,1142.795,1154.519,1176.567,1315.941,1219.820,1132.479,1193.367,1140.505,1218.863,1222.612,1202.762,1222.350,1237.447,1125.784,1121.880,1171.913,1223.175,1249.648,1153.441,1102.395,1039.105,1093.313,1216.465,1219.582,1257.316,1279.458,1204.650,1333.826,1362.586,1449.464,1339.697,1205.309,1092.524,1054.940,1015.864,1200.602,1128.109,1069.144,992.982,1166.132,1066.436,957.807,1021.835,985.992,1061.316,997.544,50,8,50,1,15.000,0.100,0.00,10.13,9817.76,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.523,27.385,15.817,6.153,2.501,1.983584e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
1266,12/12/2019,19:02:24,19.7,98.8,52.5,6.80259e-008,1.81665e-005,,1157.816,1148.751,1328.517,1282.222,1212.415,1393.792,1440.380,1336.053,1241.983,1284.261,1211.176,1165.116,1198.213,1208.004,1290.728,1339.362,1206.310,1219.842,1323.476,1351.565,1283.013,1170.573,1281.940,1213.193,1238.531,1249.506,1260.594,1396.597,1334.615,1321.640,1200.881,1267.680,1300.956,1262.566,1142.697,1254.452,1419.163,1498.904,1492.775,1411.662,1268.510,1351.182,1488.753,1455.226,1403.056,1419.716,1466.596,1289.814,1229.468,1187.514,1174.198,1217.828,1854.356,1187.620,1104.594,1082.700,1268.222,1232.112,1318.450,1232.674,1263.744,1325.360,1548.493,1310.685,1300.516,1124.026,1126.564,1160.508,1108.656,1189.719,1237.350,1410.168,1391.045,1353.747,1191.289,1082.946,1172.159,1087.073,1019.289,1119.313,1107.561,1093.738,1059.083,967.084,1143.855,1200.741,1018.533,1065.811,1068.574,917.401,963.412,983.106,964.006,926.124,905.311,978.270,925.240,861.132,953.440,1073.325,50,8,50,1,15.000,0.100,0.00,10.13,9817.76,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.788,27.482,16.108,6.612,2.492,1.905346e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
1267,12/12/2019,19:03:44,19.7,98.8,52.5,6.80259e-008,1.81665e-005,,1297.231,1264.298,1434.631,1261.239,1303.437,1439.732,1293.089,1223.232,1223.883,1224.014,1351.505,1259.251,1339.910,1469.370,1340.646,1518.079,1274.941,1230.445,1198.651,1310.326,1250.988,1436.577,1317.684,1304.510,1282.100,1419.865,1217.173,1380.030,1268.391,1237.842,1186.157,1264.170,1195.096,1223.496,1292.969,1361.859,1164.558,1174.947,1309.860,1216.264,1170.100,1260.670,1221.150,1190.388,1354.547,1502.574,1271.535,1226.315,1162.270,1465.191,1310.945,1310.417,1263.952,1140.672,1237.315,1064.417,1091.606,1091.301,1060.097,1093.409,1125.609,1214.493,1232.067,1337.447,1375.323,1330.296,1248.700,1472.644,1426.199,1319.247,1227.853,1066.967,1177.487,1108.274,1137.465,1115.836,1215.702,1272.211,1046.932,1013.408,1036.233,1081.693,1196.771,1327.672,1248.275,1214.273,1123.412,1061.034,1126.340,1138.910,1113.830,1269.769,1005.918,996.792,1008.564,947.741,959.040,965.627,915.789,899.431,50,8,50,1,15.000,0.100,0.00,10.13,9817.76,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.421,27.436,15.866,6.153,2.508,1.934256e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
